FED,day,zthour,Binary_Pellets
FED008,3,21,14.0
FED008,4,3,8.0
FED008,4,6,10.0
FED008,4,9,1.0
FED008,4,10,8.0
FED008,4,11,5.0
FED008,4,12,9.0
FED008,4,13,8.0
FED008,4,14,10.0
FED008,4,16,9.0
FED008,4,17,8.0
FED008,4,20,28.0
FED008,4,21,5.0
FED008,4,22,8.0
FED008,5,3,8.0
FED008,5,8,5.0
FED008,5,10,5.0
FED008,5,11,8.0
FED008,5,12,7.0
FED008,5,13,8.0
FED008,5,14,8.0
FED008,5,15,10.0
FED008,5,16,6.0
FED008,5,17,10.0
FED008,5,18,10.0
FED008,5,19,12.0
FED008,5,20,8.0
FED008,5,23,3.0
FED008,6,2,5.0
FED008,6,6,10.0
FED008,6,7,6.0
FED008,6,9,6.0
FED008,6,10,10.0
FED008,6,11,6.0
FED008,6,12,13.0
FED008,6,13,10.0
FED008,6,14,1.0
FED008,6,15,17.0
FED008,6,16,11.0
FED008,6,17,10.0
FED008,6,18,13.0
FED008,6,19,10.0
FED008,6,20,1.0
FED008,6,21,11.0
FED008,6,22,6.0
FED008,7,2,9.0
FED008,7,5,9.0
FED008,7,7,6.0
FED008,7,8,6.0
FED008,7,9,10.0
FED008,7,11,13.0
FED008,7,12,18.0
FED008,7,13,13.0
FED008,7,14,9.0
FED008,7,15,12.0
FED008,7,17,24.0
FED008,7,18,4.0
FED008,7,19,13.0
FED008,7,20,13.0
FED008,7,21,13.0
FED008,7,23,1.0
FED010,0,0,11.0
FED010,0,5,8.0
FED010,0,6,8.0
FED010,0,7,8.0
FED010,0,8,7.0
FED010,0,9,4.0
FED010,0,10,16.0
FED010,0,11,11.0
FED010,0,12,11.0
FED010,0,13,16.0
FED010,0,14,9.0
FED010,0,15,12.0
FED010,0,16,16.0
FED010,0,17,14.0
FED010,0,18,22.0
FED010,0,19,10.0
FED010,0,20,6.0
FED010,0,21,8.0
FED010,0,22,9.0
FED010,0,23,7.0
FED010,1,0,11.0
FED010,1,1,7.0
FED010,1,3,5.0
FED010,1,4,5.0
FED010,1,5,7.0
FED010,1,8,1.0
FED010,1,10,13.0
FED010,1,11,9.0
FED010,1,12,8.0
FED010,1,13,13.0
FED010,1,14,9.0
FED010,1,15,10.0
FED010,1,16,14.0
FED010,1,17,14.0
FED010,1,18,20.0
FED010,1,19,6.0
FED010,1,20,10.0
FED010,1,21,15.0
FED010,1,22,1.0
FED010,1,23,18.0
FED010,2,1,5.0
FED010,2,2,9.0
FED010,2,5,9.0
FED010,2,6,8.0
FED010,2,7,5.0
FED010,2,8,8.0
FED010,2,9,10.0
FED010,2,10,13.0
FED010,2,11,12.0
FED010,2,12,21.0
FED010,2,13,11.0
FED010,2,14,15.0
FED010,2,15,8.0
FED010,2,16,15.0
FED010,2,17,8.0
FED010,2,18,17.0
FED010,2,19,7.0
FED010,2,20,15.0
FED010,2,21,7.0
FED010,2,22,12.0
FED010,3,0,7.0
FED010,3,1,7.0
FED010,3,3,10.0
FED010,3,4,6.0
FED010,3,6,6.0
FED010,3,7,9.0
FED010,3,9,10.0
FED010,3,10,6.0
FED010,3,11,14.0
FED010,3,12,12.0
FED010,3,13,10.0
FED010,3,14,22.0
FED010,3,15,7.0
FED010,3,17,24.0
FED010,3,19,9.0
FED010,3,20,13.0
FED010,3,21,13.0
FED010,3,22,6.0
FED010,3,23,10.0
FED010,4,0,7.0
FED010,4,2,8.0
FED010,4,3,8.0
FED010,4,5,7.0
FED010,4,6,5.0
FED010,4,7,7.0
FED010,4,9,9.0
FED010,4,10,16.0
FED010,4,11,11.0
FED010,4,12,10.0
FED010,4,13,23.0
FED010,4,14,15.0
FED010,4,16,16.0
FED010,4,17,11.0
FED010,4,18,11.0
FED010,4,19,10.0
FED010,4,21,12.0
FED010,4,22,19.0
FED010,5,0,9.0
FED010,5,1,6.0
FED010,5,3,7.0
FED010,5,5,8.0
FED010,5,7,13.0
FED010,5,8,7.0
FED010,5,9,7.0
FED010,5,10,9.0
FED010,5,11,18.0
FED010,5,12,6.0
FED010,5,13,12.0
FED010,5,14,7.0
FED010,5,15,8.0
FED010,5,16,15.0
FED010,5,17,14.0
FED010,5,18,7.0
FED010,5,19,20.0
FED010,5,21,12.0
FED010,5,22,5.0
FED010,5,23,8.0
FED010,6,0,11.0
FED010,6,1,8.0
FED010,6,2,6.0
FED010,6,3,4.0
FED010,6,4,2.0
FED010,6,7,1.0
FED010,6,8,11.0
FED010,6,9,1.0
FED010,6,10,21.0
FED010,6,11,10.0
FED010,6,12,11.0
FED010,6,13,13.0
FED010,6,14,21.0
FED010,6,15,1.0
FED010,6,16,13.0
FED010,6,17,1.0
FED010,6,19,1.0
FED010,6,20,1.0
FED010,7,9,35.0
FED010,7,10,9.0
FED010,7,11,12.0
FED010,7,12,20.0
FED010,7,13,20.0
FED010,7,14,22.0
FED010,7,15,24.0
FED010,7,16,10.0
FED010,7,17,11.0
FED010,7,18,16.0
FED010,7,19,10.0
FED010,7,20,6.0
FED010,7,21,9.0
FED010,7,22,15.0
FED011,0,2,10.0
FED011,0,4,8.0
FED011,0,6,8.0
FED011,0,8,7.0
FED011,0,9,7.0
FED011,0,10,22.0
FED011,0,11,13.0
FED011,0,12,15.0
FED011,0,14,17.0
FED011,0,15,7.0
FED011,0,16,10.0
FED011,0,17,12.0
FED011,0,18,17.0
FED011,0,19,13.0
FED011,0,20,15.0
FED011,0,21,7.0
FED011,0,22,10.0
FED011,0,23,18.0
FED011,1,2,15.0
FED011,1,5,13.0
FED011,1,6,1.0
FED011,1,7,7.0
FED011,1,8,6.0
FED011,1,9,12.0
FED011,1,10,13.0
FED011,1,11,9.0
FED011,1,12,9.0
FED011,1,13,20.0
FED011,1,14,11.0
FED011,1,15,10.0
FED011,1,16,11.0
FED011,1,17,20.0
FED011,1,18,7.0
FED011,1,19,12.0
FED011,1,21,13.0
FED011,1,22,11.0
FED011,1,23,13.0
FED011,2,1,12.0
FED011,2,3,10.0
FED011,2,6,11.0
FED011,2,7,11.0
FED011,2,9,8.0
FED011,2,10,19.0
FED011,2,11,7.0
FED011,2,12,21.0
FED011,2,13,31.0
FED011,2,14,27.0
FED011,2,17,14.0
FED011,2,18,18.0
FED011,2,19,16.0
FED011,2,20,18.0
FED011,2,21,17.0
FED011,2,22,11.0
FED011,2,23,4.0
FED011,3,1,10.0
FED011,3,2,15.0
FED011,3,4,7.0
FED011,3,6,11.0
FED011,3,7,11.0
FED011,3,8,10.0
FED011,3,9,14.0
FED011,3,10,16.0
FED011,3,11,6.0
FED011,3,12,15.0
FED011,3,13,22.0
FED011,3,15,15.0
FED011,3,17,6.0
FED011,3,18,24.0
FED011,3,19,15.0
FED011,3,20,8.0
FED011,3,21,5.0
FED011,3,22,20.0
FED011,4,0,12.0
FED011,4,2,14.0
FED011,4,4,7.0
FED011,4,5,4.0
FED011,4,7,15.0
FED011,4,8,2.0
FED011,4,9,16.0
FED011,4,10,20.0
FED011,4,11,21.0
FED011,4,12,10.0
FED011,4,13,28.0
FED011,4,14,8.0
FED011,4,15,22.0
FED011,4,16,34.0
FED011,4,17,5.0
FED011,4,18,6.0
FED011,4,19,7.0
FED011,4,20,18.0
FED011,4,22,14.0
FED011,4,23,22.0
FED011,5,0,5.0
FED011,5,1,14.0
FED011,5,2,6.0
FED011,5,3,14.0
FED011,5,5,14.0
FED011,5,7,14.0
FED011,5,8,7.0
FED011,5,9,10.0
FED011,5,10,10.0
FED011,5,11,10.0
FED011,5,12,13.0
FED011,5,13,24.0
FED011,5,14,13.0
FED011,5,16,25.0
FED011,5,17,22.0
FED011,5,18,3.0
FED011,5,19,11.0
FED011,5,20,17.0
FED011,5,21,22.0
FED011,5,22,10.0
FED011,5,23,9.0
FED011,6,1,15.0
FED011,6,3,12.0
FED011,6,6,16.0
FED011,6,7,8.0
FED011,6,8,16.0
FED011,6,9,13.0
FED011,6,10,14.0
FED011,6,11,16.0
FED011,6,12,9.0
FED011,6,13,11.0
FED011,6,14,11.0
FED011,6,15,15.0
FED011,6,16,12.0
FED011,6,17,18.0
FED011,6,18,16.0
FED011,6,19,11.0
FED011,6,20,20.0
FED011,6,21,6.0
FED011,6,22,3.0
FED011,7,0,13.0
FED011,7,1,8.0
FED011,7,2,13.0
FED011,7,5,15.0
FED011,7,6,6.0
FED011,7,7,5.0
FED011,7,8,6.0
FED011,7,10,18.0
FED011,7,11,13.0
FED011,7,12,8.0
FED011,7,13,19.0
FED011,7,14,1.0
FED011,7,15,14.0
FED011,7,16,13.0
FED011,7,17,7.0
FED011,7,18,15.0
FED011,7,19,2.0
FED011,7,20,10.0
FED011,7,21,6.0
FED011,7,22,9.0
FED011,7,23,14.0
FED012,0,0,10.0
FED012,0,2,4.0
FED012,0,3,2.0
FED012,0,5,1.0
FED012,0,7,6.0
FED012,0,8,3.0
FED012,0,9,5.0
FED012,0,10,11.0
FED012,0,11,8.0
FED012,0,12,16.0
FED012,0,13,16.0
FED012,0,14,21.0
FED012,0,15,5.0
FED012,0,16,9.0
FED012,0,18,13.0
FED012,0,19,15.0
FED012,0,20,9.0
FED012,0,21,7.0
FED012,0,22,5.0
FED012,1,0,10.0
FED012,1,2,3.0
FED012,1,3,1.0
FED012,1,4,5.0
FED012,1,5,3.0
FED012,1,6,9.0
FED012,1,7,7.0
FED012,1,8,3.0
FED012,1,9,8.0
FED012,1,10,8.0
FED012,1,11,9.0
FED012,1,12,4.0
FED012,1,13,14.0
FED012,1,14,13.0
FED012,1,15,17.0
FED012,1,16,7.0
FED012,1,17,15.0
FED012,1,18,11.0
FED012,1,19,8.0
FED012,1,20,6.0
FED012,1,21,12.0
FED012,2,1,5.0
FED012,2,3,3.0
FED012,2,4,1.0
FED012,2,6,4.0
FED012,2,7,5.0
FED012,2,8,12.0
FED012,2,9,3.0
FED012,2,10,10.0
FED012,2,11,10.0
FED012,2,12,18.0
FED012,2,13,15.0
FED012,2,14,10.0
FED012,2,15,12.0
FED012,2,16,4.0
FED012,2,17,19.0
FED012,2,18,4.0
FED012,2,19,11.0
FED012,2,20,1.0
FED012,2,21,13.0
FED012,2,22,6.0
FED012,2,23,19.0
FED012,3,0,6.0
FED012,3,2,4.0
FED012,3,3,1.0
FED012,3,7,5.0
FED012,3,8,3.0
FED012,3,9,5.0
FED012,3,10,7.0
FED012,3,11,14.0
FED012,3,12,14.0
FED012,3,13,21.0
FED012,3,14,13.0
FED012,3,15,13.0
FED012,3,16,8.0
FED012,3,17,11.0
FED012,3,18,11.0
FED012,3,19,11.0
FED012,3,20,8.0
FED012,3,21,5.0
FED012,3,22,11.0
FED012,3,23,4.0
FED012,4,2,7.0
FED012,4,4,4.0
FED012,4,5,4.0
FED012,4,6,5.0
FED012,4,7,3.0
FED012,4,8,2.0
FED012,4,9,10.0
FED012,4,10,8.0
FED012,4,11,12.0
FED012,4,12,18.0
FED012,4,13,17.0
FED012,4,14,20.0
FED012,4,15,12.0
FED012,4,16,10.0
FED012,4,17,9.0
FED012,4,18,11.0
FED012,4,19,16.0
FED012,4,20,5.0
FED012,4,21,22.0
FED012,4,22,13.0
FED012,4,23,8.0
FED012,5,0,4.0
FED012,5,1,1.0
FED012,5,2,1.0
FED012,5,4,2.0
FED012,5,5,10.0
FED012,5,7,12.0
FED012,5,9,5.0
FED012,5,10,17.0
FED012,5,11,4.0
FED012,5,12,27.0
FED012,5,13,18.0
FED012,5,14,13.0
FED012,5,15,20.0
FED012,5,16,19.0
FED012,5,17,15.0
FED012,5,18,13.0
FED012,5,19,13.0
FED012,5,20,17.0
FED012,5,21,16.0
FED012,5,22,1.0
FED012,5,23,6.0
FED012,6,0,8.0
FED012,6,3,1.0
FED012,6,6,8.0
FED012,6,7,8.0
FED012,6,8,14.0
FED012,6,10,17.0
FED012,6,11,25.0
FED012,6,12,22.0
FED012,6,13,18.0
FED012,6,14,18.0
FED012,6,15,29.0
FED012,6,16,14.0
FED012,6,17,12.0
FED012,6,18,21.0
FED012,6,19,17.0
FED012,6,20,22.0
FED012,6,21,19.0
FED012,6,22,4.0
FED012,6,23,6.0
FED012,7,0,11.0
FED012,7,1,7.0
FED012,7,7,17.0
FED012,7,8,15.0
FED012,7,9,7.0
FED012,7,10,19.0
FED012,7,11,22.0
FED012,7,12,41.0
FED012,7,13,17.0
FED012,7,14,13.0
FED012,7,17,18.0
FED012,7,18,13.0
FED012,7,19,20.0
FED012,7,20,15.0
FED012,7,22,17.0
FED012,7,23,7.0
FED014,0,5,33.0
FED014,0,7,11.0
FED014,0,9,1.0
FED014,0,10,24.0
FED014,0,11,29.0
FED014,0,12,37.0
FED014,0,13,23.0
FED014,0,14,30.0
FED014,0,15,21.0
FED014,0,16,3.0
FED014,0,17,26.0
FED014,0,19,17.0
FED014,0,20,13.0
FED014,0,22,17.0
FED014,1,7,9.0
FED014,1,8,17.0
FED014,1,9,19.0
FED014,1,10,10.0
FED014,1,11,14.0
FED014,1,12,22.0
FED014,1,13,10.0
FED014,1,14,20.0
FED014,1,15,15.0
FED014,1,17,2.0
FED014,1,18,30.0
FED014,1,19,12.0
FED014,1,21,18.0
FED014,1,22,4.0
FED014,2,0,7.0
FED014,2,5,8.0
FED014,2,6,6.0
FED014,2,9,19.0
FED014,2,10,15.0
FED014,2,11,13.0
FED014,2,13,1.0
FED014,2,14,23.0
FED014,2,15,16.0
FED014,2,16,11.0
FED014,2,18,24.0
FED014,2,20,22.0
FED014,2,22,10.0
FED014,2,23,7.0
FED014,3,0,7.0
FED014,3,1,5.0
FED014,3,3,5.0
FED014,3,9,18.0
FED014,3,10,13.0
FED014,3,11,20.0
FED014,3,12,11.0
FED014,3,13,22.0
FED014,3,14,43.0
FED014,3,15,7.0
FED014,3,16,21.0
FED014,3,17,29.0
FED014,3,18,23.0
FED014,3,19,11.0
FED014,3,20,14.0
FED014,3,22,21.0
FED014,4,3,12.0
FED014,4,5,12.0
FED014,4,7,7.0
FED014,4,8,9.0
FED014,4,10,1.0
FED014,4,11,13.0
FED014,4,12,16.0
FED014,4,13,31.0
FED014,4,14,54.0
FED014,4,15,6.0
FED014,4,16,33.0
FED014,4,17,6.0
FED014,4,18,19.0
FED014,4,19,8.0
FED014,4,20,10.0
FED014,4,21,18.0
FED014,4,23,5.0
FED014,5,3,11.0
FED014,5,6,8.0
FED014,5,11,13.0
FED014,5,12,19.0
FED014,5,13,18.0
FED014,5,14,28.0
FED014,5,15,30.0
FED014,5,18,18.0
FED014,5,19,35.0
FED014,5,21,22.0
FED014,5,22,19.0
FED014,6,1,26.0
FED014,6,4,5.0
FED014,6,6,11.0
FED014,6,7,6.0
FED014,6,8,2.0
FED014,6,9,11.0
FED014,6,10,2.0
FED014,6,11,12.0
FED014,6,12,15.0
FED014,6,13,36.0
FED014,6,14,10.0
FED014,6,15,21.0
FED014,6,16,21.0
FED014,6,17,5.0
FED014,6,19,19.0
FED014,6,20,18.0
FED014,6,21,10.0
FED014,6,23,7.0
FED014,7,2,14.0
FED014,7,5,3.0
FED014,7,7,7.0
FED014,7,8,9.0
FED014,7,9,3.0
FED014,7,10,14.0
FED014,7,11,1.0
FED014,7,12,24.0
FED014,7,13,27.0
FED014,7,14,19.0
FED014,7,15,5.0
FED014,7,18,19.0
FED014,7,19,13.0
FED014,7,20,17.0
FED014,7,22,21.0
FED014,7,23,9.0
FED015,0,0,3.0
FED015,0,1,9.0
FED015,0,2,6.0
FED015,0,4,14.0
FED015,0,5,3.0
FED015,0,7,3.0
FED015,0,8,1.0
FED015,0,9,10.0
FED015,0,10,10.0
FED015,0,11,13.0
FED015,0,12,21.0
FED015,0,13,26.0
FED015,0,14,7.0
FED015,0,15,29.0
FED015,0,16,16.0
FED015,0,17,31.0
FED015,0,18,25.0
FED015,0,19,17.0
FED015,0,20,19.0
FED015,0,21,2.0
FED015,0,22,12.0
FED015,0,23,13.0
FED015,1,0,18.0
FED015,1,1,1.0
FED015,1,3,23.0
FED015,1,5,1.0
FED015,1,6,6.0
FED015,1,7,10.0
FED015,1,8,12.0
FED015,1,9,4.0
FED015,1,10,14.0
FED015,1,11,14.0
FED015,1,12,17.0
FED015,1,13,18.0
FED015,1,15,16.0
FED015,1,16,2.0
FED015,1,17,4.0
FED015,1,18,17.0
FED015,1,19,12.0
FED015,1,20,5.0
FED015,1,22,8.0
FED015,1,23,8.0
FED015,2,1,7.0
FED015,2,2,5.0
FED015,2,4,6.0
FED015,2,6,6.0
FED015,2,7,6.0
FED015,2,9,6.0
FED015,2,10,10.0
FED015,2,11,8.0
FED015,2,12,15.0
FED015,2,13,21.0
FED015,2,14,7.0
FED015,2,15,15.0
FED015,2,16,14.0
FED015,2,17,13.0
FED015,2,18,4.0
FED015,2,19,11.0
FED015,2,20,13.0
FED015,2,22,8.0
FED015,2,23,4.0
FED015,3,0,6.0
FED015,3,1,1.0
FED015,3,2,2.0
FED015,3,3,9.0
FED015,3,4,1.0
FED015,3,5,4.0
FED015,3,6,1.0
FED015,3,7,1.0
FED015,3,8,7.0
FED015,3,9,11.0
FED015,3,10,7.0
FED015,3,11,15.0
FED015,3,12,7.0
FED015,3,13,15.0
FED015,3,14,13.0
FED015,3,15,22.0
FED015,3,16,6.0
FED015,3,17,9.0
FED015,3,18,7.0
FED015,3,20,14.0
FED015,3,21,5.0
FED015,3,22,3.0
FED015,3,23,11.0
FED015,4,1,5.0
FED015,4,2,4.0
FED015,4,4,8.0
FED015,4,5,3.0
FED015,4,7,7.0
FED015,4,9,11.0
FED015,4,10,7.0
FED015,4,11,9.0
FED015,4,12,13.0
FED015,4,13,14.0
FED015,4,14,8.0
FED015,4,15,17.0
FED015,4,16,21.0
FED015,4,17,10.0
FED015,4,18,5.0
FED015,4,19,4.0
FED015,4,20,11.0
FED015,4,21,2.0
FED015,5,0,10.0
FED015,5,3,5.0
FED015,5,4,3.0
FED015,5,5,5.0
FED015,5,6,4.0
FED015,5,7,5.0
FED015,5,9,7.0
FED015,5,10,12.0
FED015,5,11,7.0
FED015,5,12,12.0
FED015,5,13,14.0
FED015,5,14,13.0
FED015,5,15,25.0
FED015,5,16,11.0
FED015,5,17,10.0
FED015,5,18,16.0
FED015,5,20,11.0
FED015,5,22,1.0
FED015,5,23,5.0
FED015,6,0,3.0
FED015,6,2,7.0
FED015,6,4,2.0
FED015,6,5,5.0
FED015,6,6,1.0
FED015,6,8,9.0
FED015,6,9,7.0
FED015,6,10,17.0
FED015,6,11,13.0
FED015,6,12,26.0
FED015,6,13,10.0
FED015,6,14,1.0
FED015,6,15,12.0
FED015,6,16,27.0
FED015,6,17,13.0
FED015,6,19,18.0
FED015,6,20,4.0
FED015,6,21,7.0
FED015,6,23,11.0
FED015,7,1,7.0
FED015,7,7,5.0
FED015,7,8,16.0
FED015,7,9,21.0
FED015,7,10,23.0
FED015,7,12,10.0
FED015,7,13,23.0
FED015,7,14,1.0
FED015,7,15,30.0
FED015,7,17,25.0
FED015,7,18,10.0
FED015,7,19,12.0
FED015,7,20,2.0
FED015,7,22,9.0
FED016,0,0,14.0
FED016,0,2,7.0
FED016,0,3,9.0
FED016,0,6,6.0
FED016,0,7,1.0
FED016,0,8,11.0
FED016,0,10,14.0
FED016,0,12,10.0
FED016,0,13,9.0
FED016,0,14,12.0
FED016,0,15,10.0
FED016,0,16,14.0
FED016,0,17,14.0
FED016,0,19,7.0
FED016,0,20,10.0
FED016,0,21,6.0
FED016,0,22,5.0
FED016,0,23,8.0
FED016,1,0,5.0
FED016,1,1,4.0
FED016,1,2,10.0
FED016,1,6,11.0
FED016,1,8,14.0
FED016,1,9,9.0
FED016,1,11,9.0
FED016,1,12,3.0
FED016,1,13,18.0
FED016,1,15,20.0
FED016,1,16,13.0
FED016,1,17,15.0
FED016,1,18,12.0
FED016,1,19,15.0
FED016,1,20,9.0
FED016,1,21,2.0
FED016,1,22,7.0
FED016,1,23,24.0
FED016,2,2,11.0
FED016,2,3,3.0
FED016,2,4,9.0
FED016,2,7,9.0
FED016,2,10,19.0
FED016,2,11,9.0
FED016,2,12,9.0
FED016,2,13,16.0
FED016,2,14,14.0
FED016,2,15,4.0
FED016,2,16,16.0
FED016,2,17,10.0
FED016,2,18,16.0
FED016,2,19,12.0
FED016,2,20,10.0
FED016,2,21,12.0
FED016,2,22,7.0
FED016,2,23,5.0
FED016,3,1,14.0
FED016,3,4,13.0
FED016,3,6,6.0
FED016,3,7,7.0
FED016,3,9,11.0
FED016,3,11,13.0
FED016,3,12,10.0
FED016,3,13,15.0
FED016,3,14,15.0
FED016,3,15,11.0
FED016,3,16,22.0
FED016,3,17,15.0
FED016,3,18,9.0
FED016,3,19,18.0
FED016,3,20,14.0
FED016,3,21,9.0
FED016,3,22,8.0
FED016,4,0,6.0
FED016,4,1,6.0
FED016,4,2,8.0
FED016,4,4,14.0
FED016,4,6,7.0
FED016,4,8,10.0
FED016,4,9,8.0
FED016,4,10,13.0
FED016,4,11,14.0
FED016,4,12,5.0
FED016,4,13,10.0
FED016,4,14,10.0
FED016,4,15,13.0
FED016,4,16,7.0
FED016,4,17,10.0
FED016,4,18,18.0
FED016,4,19,16.0
FED016,4,20,17.0
FED016,4,21,15.0
FED016,5,2,14.0
FED016,5,3,5.0
FED016,5,4,5.0
FED016,5,5,7.0
FED016,5,6,1.0
FED016,5,7,10.0
FED016,5,10,14.0
FED016,5,11,7.0
FED016,5,12,11.0
FED016,5,13,10.0
FED016,5,14,9.0
FED016,5,15,8.0
FED016,5,16,15.0
FED016,5,17,7.0
FED016,5,18,13.0
FED016,5,19,17.0
FED016,5,20,5.0
FED016,5,21,19.0
FED016,6,0,7.0
FED016,6,2,6.0
FED016,6,4,7.0
FED016,6,6,4.0
FED016,6,7,9.0
FED016,6,9,7.0
FED016,6,10,14.0
FED016,6,12,14.0
FED016,6,13,12.0
FED016,6,14,9.0
FED016,6,15,15.0
FED016,6,16,7.0
FED016,6,17,14.0
FED016,6,18,4.0
FED016,6,19,12.0
FED016,6,20,5.0
FED016,6,21,9.0
FED016,7,0,7.0
FED016,7,2,7.0
FED016,7,5,7.0
FED016,7,6,11.0
FED016,7,7,7.0
FED016,7,8,6.0
FED016,7,10,12.0
FED016,7,11,16.0
FED016,7,12,5.0
FED016,7,13,6.0
FED016,7,14,18.0
FED016,7,16,15.0
FED016,7,17,1.0
FED016,7,18,20.0
FED016,7,19,19.0
FED016,7,20,19.0
